,local_id,tweet,primary_emotion,anger,disgust,fear,sadness,happiness,surprise
52,1585820251299758080,بسیجیه تو اندیشه بعنوان نفوذی امده بوده بین مردم تا شناسایی کنه از مامورا گوله ساچمه خورده تو دهنش پاره شده پاچیدم از خنده حقشه,anger,1,1,1,1,0,1
53,1644805076190474240,درجشنواره معلمان هنرمند با استاد رسول‌صدرعاملی و استاد فریدون‌جیرانی فیلم ها را داوری کردند مرحوم پوراحمد ازهمه زودتر رسیده بودولی آرام قرار نداشت حرص می‌خورد و می‌گفت تمام فیلم‌ها رابه دقت دیده‌ام و نکته هایشان را نوشته‌ام اما یادداشت هایم را جا گذاشته‌ام,sadness,0,0,0,1,0,0
54,1652929485996531714,همین مردک لات بی‌سروپا که دم دانشگاه سوره دانشجویان رو با قمه به رعایت حجاب تهدید می‌کنه درگیری بشه جانش رو از دست بده دسته‌های سینه‌زنی راه می‌اندازند,disgust,1,1,1,1,0,1
55,1631426878950047746,بادی که از حوالی یوسف گذر نکرد گیرم رسید بر در کنعان چه فایده,sadness,0,0,0,1,0,0
56,1605204335302168583,وقتی جشن‌ها و شادی‌ها رو سرکوب کنیم اینها در قالب عقده‌های فردی و جمعی خودش رو نشون خواهدداد اول گفتن کشتن اون ماموری که می‌کشه اخلاقیه و اگر بتونی و این کار رو نکنی غیراخلاقیه حالا می‌گن از شادی‌هامون عکس نذاریم؛ یعنی کار به جایی رسیده که ریاکاری رو هم اخلاقی جلوه می‌دن,anger,1,1,1,1,0,1
57,1660135653982568449,واقعا ببین اردیبهشت رو با چه کیفیتی داریم تحویل خرداد میدیم هوا از,sadness,1,1,0,1,0,1
58,1642474142942347266,واسه پول دست به هر کار غیر شرافتمندانه‌ای نزن شاه باشی یا گدا یک در دو متر جاته,anger,1,1,0,1,0,0
59,1408640036589817856,سریال وراثت یا اچ بی او یکی از بهترین سریالهاست که اگه تاریخ فیلم و تلویزیون آمریکا رو خونده باشید متوجه میشین شخصیت لوگن روی از روی کرکتر صاحبان شبکه های معروف تلویزیون ساخته شده از نظر سینماتوگرافی هم بسیار جذاب هست,happiness,0,0,0,0,1,0
60,1498265537364865033,برخی از رسانه‌ها اگر به دنبال انعکاس صدای مردم هستند باید فعالیت سیاسی را کنار بگذارند پس از علی اوسط هاشمی سه استاندار سکاندار سیستان و بلوچستان شدند اما هنوز برخی به دنبال زیر سوال بردن عملکرد هاشمی هستند موضع گیری آن ها برای عدم انتصاب یک اصلاح طلب مصداق این موضوع است,sadness,1,1,0,1,0,0
61,1560497899791949826,شما برای خوشبخت شدن راهی جز داشتن پدر و مادر پولدار ندارید والسلام,happiness,0,0,0,0,1,0
62,1504022185765126144,بزرگ ترین آرزوی شما چیست خودم ظهور قائم آل محمد علیه‌السلام و بودن در حکومت محمدی آن حضرت اللهم عجل لولیک فرج و العافیه والنصر,happiness,0,0,0,0,1,0
63,1660407780899954690,هر چی میگذره بیشتر درون خودم غرق میشم بعضی وقتا میگم خدای من این درسای جدید رو نمیشناسم و چه خوبه که تو ظاهرم و رفتارم مشخص نمیشه و هیچوقت نمیتونی بفهمی من چقدر از درون شکسته ام,sadness,1,1,1,1,0,0
64,1658932613334089729,راهپیمائی برائت از مشرکین قرار بود حاجیان جهان اسلام را بیدار کند حالا شده دورهمی نشستنکی تعدادی ایرانی زیر خیمه خودشان خاصیتش چیست مطلقا هیچی مثل بسیاری دیگر از لجبازیهای پر هزینه و بیفایده ج ا,anger,1,1,0,1,0,0
65,1395112145432584197,آینه ای برابر آینه ات می گذارم تا از تو ابدیت بسازم,happiness,0,0,0,0,1,0
66,1636443824812638267,خزعبلات کمونیستی و به هیچ میرسانند جنبش کارگری را به انحراف می برند و کارگران را بدون هیچ نتیجه مثبتی یا خواسته درستی به خطر می اندازند افکار و اعمال ایشون در هر زمینه ای بدون اندیشه و دانش هستند به نظرم از یک دیوانه کمونیست بیسواد عقب مانده قهرمان نسازید,anger,1,1,0,1,0,0
67,1649814691848257538,دوست خوبم همسفر قدیمیم جانش رو از دست داد,sadness,1,1,1,1,0,1
68,1475349501753896963,خدایا کاش ما رو طوری می افریدی که شیرینی خامه یی برای ما ضرر نداشت هیچ بلکه مفید هم بود حیف,sadness,1,1,0,1,0,1
69,1501292010275102720,خودشون با جادوگر دارن قهرمان میشن بعد قهرمانی ما رو میبرن زیر سوال و به سلطانیفر ربط میدن نه برانکو نه کالدرون نه یحیی اگر حتی یک روز به مرگ شان مانده باشد هیچوقت تیم خود را با دعا و طلسم روانه بازی نمی کنند چون نامرد نیستند,anger,1,1,0,1,0,1
70,1473963330956054534,میشود با تشویق بچه‌ها رو در مسیر درست هدایت کرد مدارس و دبیران بهانه‌های تشویق کردن را بیشتر کنندکه دانش‌آموزان بیشتری در طول سال تشویق شوند به‌همان‌میزان که برای بزرگترها مورد تشویق قرار گرفتن لذت‌بخش است مطمئن باشید با یک تشویق کوچیک دنیای بچه‌ها رو تغییر خواهید داد,happiness,0,0,0,0,1,0
71,1625503898747412482,قبلن گفته بودم دوباره داره از تتلو خوشم میاد الان بلندتر تکرارش میکنم با افتخار گنده مال فکره وگرنه هیکل گنده که تو خرسم بود دروغ بزرگ و کوچیک ممنوع پریدن با گرگ ممنوع مار ممنوع نیش زدن یار ممنوع رفتار مثل سوسمار ممنوع ,disgust,1,1,0,1,0,0
72,1635332811493347329,اعتصابات سراسری امروز در تمام فرودگاه های آلمان هامبورگ برمن فرانکفورت کلن هانوفر اشتوتگارت ترمینال های خود را روی ده ها هزار مسافر بستند لغو صد ها پرواز داخلی و خارجی باور میکنید هنوزم هستن کسانی که بگن راستی زمستان سرد چی شد این چیزا رو عادی میدونن,sadness,1,1,1,1,0,1
73,1572583889327247360,این غائله هم جمع میشه ولی حل نه نه تا اوباش مجاهدین میتونن با آشوب خیابونی براندازی کنن و نه حاکمیت رفتار پدرانه و بزرگی و حل‌مسئله بلده این وسط کاش معترضان به گشت ارشاد محکم فقط روی همین یه مسئله وایمیستادن و به هر هوس براندازی یه نه محکم میگفتن تا به هدف شدنی‌شون برسن,anger,1,1,1,1,0,0
74,1533122819424497664,امروز در دنیا سلبریتی زدایی بخشی از فساد زدایی در جوامع مدرن محسوب می‌شود؛ زیرا سلبریتی‌ها بدترین الگوهای اجتماعی برای نوجوانان هستند,sadness,0,1,0,1,0,0
75,1656561935863693313,ناامید نباش بلند شو به گذشته نگاه کن خیلی‌ها اومدن و کشتن و بردن و خوردن و هر بار یه جای وطن رو زخمی کردن اما این ققنوس ایران بوده که همیشه باشکوه‌تر از گذشته برخاسته این تن تب‌دار شب صبح عافیت رو بالاخره می‌بینه,sadness,1,1,0,1,1,0
76,1649129382005338128,آهنگ گل ناز‌‌م ولی رو دارم گوش میدم خیلی خوبه این آهنگ توصیه میکنم حتمن گوشش کنید,happiness,0,0,0,0,1,0
77,1652924624450072578,چرا انقدر دیر به دیدن ما آمدی ما صبح تا شب شب تا صبح منتظر تو بودیم امام زمان ارواحنا فداه خطاب به علی بن مهزیار,sadness,0,0,0,1,0,0
78,1620371020183113728,در حالی که یه عده دارن استاد رائفی پور رو تخریب میکنن ایشون در حال روشنگری درباره قضیه حمله به سفارتخانه جمهوری آذربایحان و حمله پهپادی اصفهان هستن دغدغه این ادم آگاه کردن مردمه برای همینه که ازش حمایت میکنیم رائفی پور تنها نیست,anger,1,1,1,1,0,1
79,1501625075652571139,فانتزی مقامات ج ا از پوتین دعوت رسمی کنن وقتی پوتین پاشو از هواپیما گذاشت پایین بازداشتش کنن تحویلش بدن دادگاه بین المللی لاهه,fear,1,1,1,1,1,1
80,1614240987395530752,پدر عدنان افزود الان نمی‌دانیم عدنان کجاست از زنده ماندن وی کاملا ناامید هستیم معلوم نیست این جوان را کجا دفن کرده‌اند و اصلا چرا پسر رشید من کشته شده است جنازه عدنان مرهمی است بر داغ دل ما اما پژاک جنازه را نیز دریغ کرده است ,sadness,1,1,1,1,0,1
81,1400776415033896962,اگر چشمان خود را عمل کردید اگر داشتید میمردید هم بدون عینک آفتابی از خونه بیرون نیاید از طرف کاربری که داره کور میشه حالا همیشه دوبلین ابری بود من عینک داشتم,sadness,1,1,0,1,0,1
82,1659511174969409538,توی این دادسی‌های عادلانه و سرعت‌تون برای محاکمه بگید تکلیف قاتلان کلثوم افتاده‌پور که توی کرمان از دست رفت نیکا شاکرمی سارینا حمیدرضا روحی و چی شد اونایی که به قول شما با کلاه سه خط به اسم پلیس مردم رو می‌زدن چی شدن چرا احکام‌تون شامل حال اینا نمی‌شه,sadness,1,1,1,1,0,1
83,1500150697064550404,ی دوره ی ساله هدف بستم و مطمئنم بهشون میرسم میخام همونی بشم ک بودم,happiness,0,0,0,0,1,0
84,1646596387990130698,ینی میشه منم به زودی پاسپورت به دست توی فرودگاه واستون توییت بزنم منم رفتنی شدم,sadness,0,0,0,1,1,0
85,1658466301289934848,یکی از چیزهایی که جدیدا خیلی زیاد عذابم میده منتظر اتوبوس و قطار موندنه با ادمای زیاد داخل مکان بسته بودن اینکه قرار باشه یه مسیری رو طی کنم برام خیلی بیشتر از حد عذاب آوره برای اینکه گریه نکنم و آرامش خودم رو حفظ کنم هرکاری از دستم بربیاد انجام میدم اما خیلی وقتا نمیتونم,sadness,1,1,1,1,0,0
86,1640852837344190466,روایت شده که امام صادق علیه السلام فرمودند نور آفتاب جزئ کوچکی از نور عرش است و نور عرش یک جزئ از هفتاد جزئ نور امیرالمومنین علی صلوات الله علیه است مبکی العیون نجفی ص الله اکبر ازین علی ع,happiness,0,0,0,0,1,0
87,1636129594800480256,اصلاحیه درباره حادثه امنیتی امروز در اسرائیل یک فرد با کمربند انفجاری که به صورت قاچاقی از شمال اسرائیل وارد این کشور شده بود با شلیک نیروهای امنیتی از پای درآمد مقامات اسرائیلی عنوان کرده اند که مضنون به دخالت گروه تروریستی حزب الله در این حادثه هستند,fear,1,1,1,1,0,1
88,1640791559334674432,قل یا عبادی الذین اسرفوا علی انفسهم لا تقنطوا من رحمه الله ان الله بگو ای بندگان من که بر خود اسراف و ستم کرده اید از رحمت خداوند نومید نشوید که خدا همه گناهان را میآمرزد زیرا او بسیار آمرزنده و مهربان است سوره زمر آیه,happiness,0,0,0,0,1,0
89,1655980575654543374,شاید سود میبرن از تبدیل کردن حجاب به مساله اول کشور شاید باعث بشه مردم تورم درصدی رو فراموش کنن صدیقی رئیس ستاد امر به معروف و نهی از منکر تعداد کسانی که حجاب خود را رعایت نمی‌کنند بسیار کم هستند عجب,other,0,0,0,0,0,0
90,1588614496041725952,احمدزیدآبادی ورژن آل‌احمد شریعتی و سروش است او استفراغ وقاحت و پررویی ج‌ا است زیدآبادی‌ها ادامه شبه روغنفکری دینی هستند نوشته‌های او همواره بی‌ارزش بی‌سر و ته و علیه مردم ایران بوده است احمد روان‌رنجوری حقیر است او جزئی از عملیات جنگ روانی ج‌ا علیه ملت ایران است,disgust,1,1,0,1,0,0
91,1629536358753767424, ما هم عاشق پیشرفت دفاعی هم هستیم اما ایشان و احتمالا شما علاقه به دشمنی کردن دارند اینقدر بدی کرده اید که ما هم دیگر از حتی اسم ساخت موشک جدید بدمان می آید چون همه را تکفیر کرده اید راستش را بخواهی تهوع میگیریم هنوز این خشم را به رسمیت نشناخته اید,anger,1,1,1,1,0,1
92,1629444279230668802,فیلم ترسناک این روزها انی لجند اندراستند به قول یه غریبه ای اگر همه دنگ ازادی شونو میدادند الان نباید نگران قیمت دلار میبودیم ما هرچی میکشیم از جماعت مفتخور میکشیم,sadness,1,1,1,1,1,1
93,1652785509633085441,عبدالمطهر محمدخانی یه یادداشت نوشته خطاب به آخوندی و تناقضات رفتاریش از تا الان رو متذکر شده آقای آخوندی ما فراموش نمیکنیم که تا همین امروز از مواضع غلطت کوتاه نیومدی کاش دیگه اظهار نظر سیاسی نکنی,disgust,1,1,0,1,0,0
94,1620092645170348038, تمامیت ارضی بی قید و شرطه با کسایی هم که طرفدار تجزیه طلبی هستن صحبت میکنی دلیل اول و آخر تجزیه طلبیشون جمهوری اسلامیه آذربایجانیا از نداشتن آزادی تدریس و تحصیل به زبون خودشون مینالن و کردها و سیستانیا هم از محرومیت,disgust,1,1,0,1,0,0
95,1501446690766835712,من واقعا نگران رسانه‌های قرمزی هستم مجیدی نیم فصل میره مجیدی دلاله داوران رو خریدن وزیر حامی استقلال هستش بازیکنان حریف رو خریدن مجیدی جادوگر داره احتمالا شایعه بعدی حمایت بتمن و مرد عنکبوتی از استقلاله سلطان ساقیت رو عوض کنی به خدا خیلی از مسائل حله اینقدر چرت نگو,sadness,1,1,1,1,0,0
96,1420770243681587207,مورد داشتیم طرف واسه کنکور کتابهای خیلی سبز خونده ولی نتیجه خیلی قهوه ای گرفته,sadness,1,1,0,1,0,1
97,1624797932678529024,دوستان فردای بصدا درآمدن ناقوس بهمن دلار را هم رد کرد هر وقت قیافه محسن رضایی که میگفت اگه من بیام پول ملی رو به جایگاه جهانی میرسونم یادم میاد خنده ام که با گریه قاطی شده بند نمیاد,sadness,0,1,0,1,1,0
98,1636723265069805568,چرا بیشتر استادا عکس میذارن پروفایلشون مگه فرم ثبت نامه لطیفه جک جوک خنده سرگرمی شوخی شیرین دوز,happiness,0,0,0,0,1,1
99,1638647980763873281,کاش تو توییتر یه دختر به دختر و یه پسر به پسر هم عیدی بده با همجنسای خودتون مهربون باشید,sadness,1,1,0,1,0,0
100,1504500514981138449,تا بابا مسعود بعدی فوتبال فقط فوتباله اروپا,disgust,1,1,0,1,0,1
101,1582090927744876544,با بدبختی وصل شدم فقط بیام بگم,sadness,1,1,0,1,0,0
102,1632686901374210051,حجت بر همه تمام شد اگر مسمومیت دانش‌آموزان اثبات شود باید عوامل این‌ جنایت به اشد مجازات برسند در مورد این افراد هیچ عفو ی نخواهد بود,sadness,1,1,1,1,0,1
103,1620394403444715523,هر تغییری بهایی دارد و امروز جوانان ما این بها را با خونشان میدهند و نفس هایشان را نثار راه آزادی میکنند ما وامدار آنانیم که جان میفشانند در راه انقلاب ها و رستگاری ها در راه درستی ها و,happiness,0,0,0,0,1,0
104,1582713104579772423,شجاعت و جسارت را میشود به حسین رونقی ها تعبیر کرد چرا که در بیدادگاه رژیم هم شجاعانه فریاد دادسرا سر میداد غافل از اینکه دادسرایی برای ستاندن داد ما از این بیدادگران نیست فریادت برای ستاندن داد از این بیدادگران را به گوش جهانیان می‌رسانیم,anger,1,1,1,1,0,0
105,1504694116017336321,بعد هشت سال زبان خارجه صحبت کردن تازه لهجه بنده به اسپانیول ارتقائ پیدا کرده بر طبق نظر اطرافیان,happiness,0,0,0,0,1,0
